tweet_text,label,type_of_disaster,hashtags,clean_text
many reputable effective organization donate nepalquakerelief nepaleahquake,1,earthquake,,many reputable effective organization donate nepalquakerelief nepaleahquake
smoke til u cant think guess sandy,1,hurricane,['sandy'],smoke til u cant think guess sandy
beejshackleton time shut eye sotired sleep well sta day stay safe omgp yycflood,1,flood,"['sotired', 'omgp', 'yycflood']",beejshackleton time shut eye sotired sleep well sta day stay safe omgp yycflood
everytime disaster strike shop keepers exponentially hike price good water selling rs number bottle nepalquake,1,earthquake,,everytime disaster strike shop keepers exponentially hike price good water selling rs number bottle nepalquake
photo flood water rise australia t co sqdusksd,1,flood,,photo flood water rise australia t co sqdusksd
nissannews trauma ale child hospitalize car wreck near bing s land t co dwyjqvfy,0,not disaster,,nissannews trauma ale child hospitalize car wreck near bing s land t co dwyjqvfy
severe weather rare hailstorm pummel boston t co jkym edofc,0,not disaster,,severe weather rare hailstorm pummel boston t co jkym edofc
user antheminc wow health insurance giant anthem blue cross raise number harvey amp irma,1,hurricane,,user antheminc wow health insurance giant anthem blue cross raise number harvey amp irma
lunch meg yay workbff user sea crest diner,0,not disaster,,lunch meg yay workbff user sea crest diner
come cambiera la tra container e cantieri terremoto t co hui typr gazzettamodena,1,earthquake,['terremoto'],come cambiera la tra container e cantieri terremoto t co hui typr gazzettamodena
wake swim pool na sa tapat ng bahay hanggang dyan ka lang ah flood mar t co wiqkhfwhcw,1,flood,"['flood', 'maring']",wake swim pool na sa tapat ng bahay hanggang dyan ka lang ah flood mar t co wiqkhfwhcw
u s tax policy responsible pueo rico s financial crisis,1,hurricane,,u s tax policy responsible pueo rico s financial crisis
donate sale hurricane harvey disaster relief usa etsy hurricaineharvey salvationarmy,1,hurricane,"['etsy', 'hurricaineharvey', 'salvationarmy']",donate sale hurricane harvey disaster relief usa etsy hurricaineharvey salvationarmy
thing aren t energy,0,not disaster,,thing aren t energy
go bad best,0,not disaster,,go bad best
re get repo carbon monoxide poison death re run generator stop move irma,1,hurricane,['irma'],re get repo carbon monoxide poison death re run generator stop move irma
twitter user donttrythis,0,not disaster,,twitter user donttrythis
gianmagdangal please po mga bata pa sa adress na victoria mainez mh del pilar st maysilo malabon rescueph divinemlee,1,flood,['rescueph'],gianmagdangal please po mga bata pa sa adress na victoria mainez mh del pilar st maysilo malabon rescueph divinemlee
projonmo revenge tip culprit savaragedy concrete trap rana plaza amp let em feel justice shahbag,1,collapse,"['savartragedy', 'justice', 'shahbag']",projonmo revenge tip culprit savaragedy concrete trap rana plaza amp let em feel justice shahbag
cool boracay water world hotel image cool boracay water world hotel image never judge tripod repeat,0,not disaster,,cool boracay water world hotel image cool boracay water world hotel image never judge tripod repeat
hea go affect devastate wildfire california happy friday friend californiastrong dog food openfarmpet openfarmpet celebration instagram p bqqb wwbot utm source ig twitter share igshid mm su y x,1,wildfire,"['happy', 'friday', 'friends', 'californiastrong', 'openfarmpet']",hea go affect devastate wildfire california happy friday friend californiastrong dog food openfarmpet openfarmpet celebration instagram p bqqb wwbot utm source ig twitter share igshid mm su y x
puppy son s number bszs garos d ulmental,0,not disaster,,puppy son s number bszs garos d ulmental
work problem yes re super easy apply first one serious constraint always number render viewpo scaling second mean process tileset split tile spread away add bleeding edge,0,not disaster,,work problem yes re super easy apply first one serious constraint always number render viewpo scaling second mean process tileset split tile spread away add bleeding edge
user haida gewaii british columbia p repeat middle totally grid d,0,not disaster,,user haida gewaii british columbia p repeat middle totally grid d
point computer choice envision deal sucker repeat,0,not disaster,,point computer choice envision deal sucker repeat
philippine big typhoon kill least number hundred miss philippine,1,hurricane,,philippine big typhoon kill least number hundred miss philippine
bandai come line kingdomheas keyblade keychains feature kingdom key wish crab,0,not disaster,,bandai come line kingdomheas keyblade keychains feature kingdom key wish crab
western canada hit heavy flooding many people flee home heavy flood wash awa t co xggjnegfcq,1,flood,,western canada hit heavy flooding many people flee home heavy flood wash awa t co xggjnegfcq
eahquake sismo possibly felt number min ago estado mexico felt see,1,earthquake,,eahquake sismo possibly felt number min ago estado mexico felt see
tony abbott say labor seek new queensland flood levy australian t co uvm number autony abbott sa repeat,1,flood,,tony abbott say labor seek new queensland flood levy australian t co uvm number autony abbott sa repeat
east texas veterinarian help save animal pueo rico,1,hurricane,,east texas veterinarian help save animal pueo rico
b yeager truly smh,0,not disaster,,b yeager truly smh
living shack make rich help irma bvi oecd ukaid pritipatel,1,hurricane,,living shack make rich help irma bvi oecd ukaid pritipatel
oversize scarf button scarf wool scarf unique gift atlasscarf,0,not disaster,,oversize scarf button scarf wool scarf unique gift atlasscarf
t co gxquxjd eahquake,0,not disaster,['earthquake'],t co gxquxjd eahquake
thoroughly enjoy snuggle babygirl,0,not disaster,,thoroughly enjoy snuggle babygirl
flash flood hit number village leave number dead indian express indian expressflash flood hit number vil repeat,1,flood,,flash flood hit number village leave number dead indian express indian expressflash flood hit number vil repeat
live stream video fire manager update highparkfire,1,wildfire,,live stream video fire manager update highparkfire
cuba chile video meteor fireball scream sky russia visit t co szmurzr f t co hnqdjasb noaltirano,1,meteorite,"['cuba', 'chile', 'noaltirano']",cuba chile video meteor fireball scream sky russia visit t co szmurzr f t co hnqdjasb noaltirano
great vision spanoulis find leday repeat bayern number number weareolympiacos bayoly,0,not disaster,,great vision spanoulis find leday repeat bayern number number weareolympiacos bayoly
galax number begin youtube,0,not disaster,,galax number begin youtube
terremoto sin v ctimas costa rica alea tsunami t co ayezdr v msnlatam,1,earthquake,,terremoto sin v ctimas costa rica alea tsunami t co ayezdr v msnlatam
laughing talk junk now everyone panic mode,0,not disaster,,laughing talk junk now everyone panic mode
jshurricanenews njsandy dani black share video route noh lavallette t co orvxc m cry right now,1,hurricane,['njsandy'],jshurricanenews njsandy dani black share video route noh lavallette t co orvxc m cry right now
check flight suppose leave toronto far good many delay due hurricane sandy,1,hurricane,,check flight suppose leave toronto far good many delay due hurricane sandy
maestrouzy strong typhoon history hit philippine ideal time repent amp turn towards allah prayfor,1,typhoon,['prayfor'],maestrouzy strong typhoon history hit philippine ideal time repent amp turn towards allah prayfor
tip sauce bottle degree tip degrees apparently s flood australia,0,not disaster,,tip sauce bottle degree tip degrees apparently s flood australia
florida sheriff resident active warrant seek shelter hurricane still go jail wghp oulj myfox,1,hurricane,,florida sheriff resident active warrant seek shelter hurricane still go jail wghp oulj myfox
russian academy science estimate fall meteor weigh number ton travel number mph,1,meteor,,russian academy science estimate fall meteor weigh number ton travel number mph
photo bammer sa likod repeat hahaha ariesmana number number hweeksary ctto,0,not disaster,,photo bammer sa likod repeat hahaha ariesmana number number hweeksary ctto
cyclone pam even hotel shake hazard,1,hurricane,,cyclone pam even hotel shake hazard
consider go shelter hurricane dorian paner orangecofl open sunday twitter orangecofl status,1,hurricane,,consider go shelter hurricane dorian paner orangecofl open sunday twitter orangecofl status
fullsquad reminder warrior number preferred number man sta unit number miss piece david le,0,not disaster,,fullsquad reminder warrior number preferred number man sta unit number miss piece david le
pretty smoke free day fo collins smoke settle now repeat close window highparkfire,1,wildfire,,pretty smoke free day fo collins smoke settle now repeat close window highparkfire
pilaracuna ameliarueda alistar un malet n con lo b sico medicinas radio foco alimentos terremotocr confirman grados,1,earthquake,['terremotocr'],pilaracuna ameliarueda alistar un malet n con lo b sico medicinas radio foco alimentos terremotocr confirman grados
girliegeishako downtownfood pack box sandwich burger soup abflood drop centre t co nv sl x,1,flood,['abflood'],girliegeishako downtownfood pack box sandwich burger soup abflood drop centre t co nv sl x
green news keep queensland move transpo flood crisis t co cqgxx hg,1,flood,,green news keep queensland move transpo flood crisis t co cqgxx hg
hop everyone path hurricane stay safe possible remember stock water food etc pet matter,0,not disaster,,hop everyone path hurricane stay safe possible remember stock water food etc pet matter
foxnews flood kill force home calgary t co lcfxhwdv abflood crazy pray people,1,flood,['abflood'],foxnews flood kill force home calgary t co lcfxhwdv abflood crazy pray people
user macnrg calm storm repeat,1,hurricane,,user macnrg calm storm repeat
vote clear channel discontinue s radio talk show help evolve consciousness archiac signon,0,not disaster,,vote clear channel discontinue s radio talk show help evolve consciousness archiac signon
wildfire endanger pa california s number weed industry,1,wildfire,,wildfire endanger pa california s number weed industry
grace first storm know bicycle fence tree fly well idiot drown go swollen river,0,not disaster,,grace first storm know bicycle fence tree fly well idiot drown go swollen river
mccainenl think spectacular look stonewall riot obliterate white house,0,not disaster,,mccainenl think spectacular look stonewall riot obliterate white house
serious question many life save due blizzard people stay car etc,1,blizzard,,serious question many life save due blizzard people stay car etc
something deep planet cry water make sad,0,not disaster,,something deep planet cry water make sad
irma anti government homeowner home survive regulation still say theyre anti government,1,hurricane,,irma anti government homeowner home survive regulation still say theyre anti government
queensland flood claim exceed number likely hit number soon late data reveals claim repeat,1,flood,,queensland flood claim exceed number likely hit number soon late data reveals claim repeat
bad remediation usually bad mould remediation yycflood abflood,1,flood,"['yycflood', 'abflood']",bad remediation usually bad mould remediation yycflood abflood
pet cope hurricane matthew storm shelter miami herald news google news sa t fd ct usg afqjcnga tmdxery kvtvgp figcow clid c d bb e b cf b cid ei v d kxzabvrypwdw f fwww miamiherald fnews fweather fhurricane faicle html utm source dlvr utm medium twitter singlespetlovers petslovers,1,hurricane,"['singlespetlovers', 'petslovers']",pet cope hurricane matthew storm shelter miami herald news google news sa t fd ct usg afqjcnga tmdxery kvtvgp figcow clid c d bb e b cf b cid ei v d kxzabvrypwdw f fwww miamiherald fnews fweather fhurricane faicle html utm source dlvr utm medium twitter singlespetlovers petslovers
geodagent saw little damage po norfolk suffer maria amp hurricane r airlift crew chief bout u chief,1,hurricane,,geodagent saw little damage po norfolk suffer maria amp hurricane r airlift crew chief bout u chief
tito ce irresponsible mining illegal logging blame devastation bring typhoon pablo,1,typhoon,['pablo'],tito ce irresponsible mining illegal logging blame devastation bring typhoon pablo
break tinky winky dead actor play teletubbie die age number,0,not disaster,,break tinky winky dead actor play teletubbie die age number
law control less man right conduct control great chinese proverb,0,not disaster,,law control less man right conduct control great chinese proverb
tbadchick wan spin around dick well come ride,0,not disaster,,tbadchick wan spin around dick well come ride
tornado warn mean abby go hide car apament,1,tornado,,tornado warn mean abby go hide car apament
xfactor nz joe irvine bully natalia kill repeat gt gt timeline vanuatu stan xfactor,1,hurricane,,xfactor nz joe irvine bully natalia kill repeat gt gt timeline vanuatu stan xfactor
philippine hagupit rubyph number humanitarian sitreps number map amp late news number place,1,hurricane,,philippine hagupit rubyph number humanitarian sitreps number map amp late news number place
th ave hurricane deal nj normal day dese,1,hurricane,['deserted'],th ave hurricane deal nj normal day dese
ronmunsayac ceify bill real urgency authorize supplemental budget lgus hit pabloph need,1,typhoon,['pabloph'],ronmunsayac ceify bill real urgency authorize supplemental budget lgus hit pabloph need
meet woman today escape town boulder fire house completely destroy humble prayingtime,1,wildfire,"['humbled', 'prayingtime']",meet woman today escape town boulder fire house completely destroy humble prayingtime
kinda regret eat mcdonald s family box fatty beachedwhale,0,not disaster,"['fatty', 'beachedwhale']",kinda regret eat mcdonald s family box fatty beachedwhale
number m psi read number become national security issue sghaze,1,haze,,number m psi read number become national security issue sghaze
horror one imagine weather channel iphone app,1,wildfire,,horror one imagine weather channel iphone app
imam mehdi gohar shahi news current affair end time isi nepaleahquake nepal,1,earthquake,,imam mehdi gohar shahi news current affair end time isi nepaleahquake nepal
mysinchew brisbane brace australian flood disaster deadly floodwaters sweep australia s ea repeat,1,flood,,mysinchew brisbane brace australian flood disaster deadly floodwaters sweep australia s ea repeat
water elephant tiger elephant escape flood dudhwa time india,1,flood,,water elephant tiger elephant escape flood dudhwa time india
abhuret davidmuir mt osufreak tell last table m donate tip today tornado victim see leave t,1,tornado,,abhuret davidmuir mt osufreak tell last table m donate tip today tornado victim see leave t
psa dont asshole suv fly mildly flood street stupid wake flood small car idiot,1,flood,,psa dont asshole suv fly mildly flood street stupid wake flood small car idiot
want mini golf,0,not disaster,,want mini golf
usnwsgov severe weather statement issue august pm edt severe thunderstorm warn t co epzgg uqji,0,not disaster,,usnwsgov severe weather statement issue august pm edt severe thunderstorm warn t co epzgg uqji
people still power energex crew work tonight t co j kktbly bigwet qldfloods,1,flood,"['bigwet', 'qldfloods']",people still power energex crew work tonight t co j kktbly bigwet qldfloods
deliver water filter user dominica see impact hurricanemaria,1,hurricane,,deliver water filter user dominica see impact hurricanemaria
news people come radio talk tornado warn fuck,1,tornado,,news people come radio talk tornado warn fuck
doctwon yes want next weekend long weekend now s fair,0,not disaster,,doctwon yes want next weekend long weekend now s fair
stuff face cause tommorow user donate number profit redcross redvelvet cupcake tornado relief,1,tornado,,stuff face cause tommorow user donate number profit redcross redvelvet cupcake tornado relief
deefuzz well look great t wait find,0,not disaster,,deefuzz well look great t wait find
hurricane sandy put power grid test t co yi lbgoc,1,hurricane,,hurricane sandy put power grid test t co yi lbgoc
nasty fat bitch put mouth stuff,0,not disaster,,nasty fat bitch put mouth stuff
cleaning supply lovely resident killarney yycflood,1,flood,,cleaning supply lovely resident killarney yycflood
stop moore oklahoma head tennessee day ll back volunteer moore,1,tornado,,stop moore oklahoma head tennessee day ll back volunteer moore
yeah everyone pic real mashable fake hurricane sandy photo re share social medium t co pvssavtj,1,hurricane,['sandy'],yeah everyone pic real mashable fake hurricane sandy photo re share social medium t co pvssavtj
keep eye hurricane dorian now project catagory folk batton hatch least week food water supply needed don t forget yr animal depend safe sane listen authority know drill,1,hurricane,,keep eye hurricane dorian now project catagory folk batton hatch least week food water supply needed don t forget yr animal depend safe sane listen authority know drill
send girl text say love beautiful change attitude whole day,0,not disaster,,send girl text say love beautiful change attitude whole day
number number tiger hanshin,0,not disaster,,number number tiger hanshin
itn news hurricane sandy cuban clean pa island devastate,1,hurricane,,itn news hurricane sandy cuban clean pa island devastate
yard hurricane irma irmagerd,1,hurricane,,yard hurricane irma irmagerd
witness say people bury kafan many injured die bcoz relief malik pay helicopter vi,1,earthquake,,witness say people bury kafan many injured die bcoz relief malik pay helicopter vi
hb update state government power duty director office management enterprise se t co ajudj zhh,0,not disaster,,hb update state government power duty director office management enterprise se t co ajudj zhh
feel deluge low self image take quiz t co qn zyisspo t co vwp wd w,0,not disaster,,feel deluge low self image take quiz t co qn zyisspo t co vwp wd w
sandy officially leave building na na na hey hey hey goodbye fuckouttahere,1,hurricane,,sandy officially leave building na na na hey hey hey goodbye fuckouttahere
car remain stick sand south carolina wave hurricane dorian threaten take sea read bit ly leixqk twitter broadcast mrgmrvparmjy,0,not disaster,,car remain stick sand south carolina wave hurricane dorian threaten take sea read bit ly leixqk twitter broadcast mrgmrvparmjy
care less stormy daniel michael cohen story people truly care personal life prior pres,0,not disaster,,care less stormy daniel michael cohen story people truly care personal life prior pres
calgary resident return home flood water recede t co ucyafoyxqd,1,flood,,calgary resident return home flood water recede t co ucyafoyxqd
president trump gov gregabbott tx kid zone hurricane shelter meeting kid displace harveypic twitter dbmjuauulg nrg center,1,hurricane,['harveypic'],president trump gov gregabbott tx kid zone hurricane shelter meeting kid displace harveypic twitter dbmjuauulg nrg center
blainescronuts thats building fire,1,wildfire,,blainescronuts thats building fire
dry hurricane sandy come restock grocery whole food market virginia beach fb lroersxf,1,hurricane,,dry hurricane sandy come restock grocery whole food market virginia beach fb lroersxf
user tj hoch user yes,0,not disaster,,user tj hoch user yes
user turn mine google make right,0,not disaster,,user turn mine google make right
glad hurricane isn t effect look scary shit,1,hurricane,,glad hurricane isn t effect look scary shit
weathernetwork police cruiser abandon memorial drive yyc photo brigette jobin yycflood t co epd gghk,1,flood,"['yyc', 'yycflood']",weathernetwork police cruiser abandon memorial drive yyc photo brigette jobin yycflood t co epd gghk
user s late blog defend kenlivingstone wish express good,0,not disaster,,user s late blog defend kenlivingstone wish express good
watch snowboarder ride dese street washington d c blizzard newsonline p pic twitter pyoseh,1,blizzard,,watch snowboarder ride dese street washington d c blizzard newsonline p pic twitter pyoseh
user evansgone play hurricane irma relief solo re actually really easy,1,hurricane,,user evansgone play hurricane irma relief solo re actually really easy
leo ilsoon shipper p,0,not disaster,,leo ilsoon shipper p
bouldercounty material donation need flagstafffire time financial suppo best way help inf,1,wildfire,['flagstafffire'],bouldercounty material donation need flagstafffire time financial suppo best way help inf
nearly shelter animal airlift south carolina s coast make space shelter local pet impact hurricane dorian localdvm news national late thousand power dorian eye carolinas utm medium social utm source twitter wdvmtv,1,hurricane,,nearly shelter animal airlift south carolina s coast make space shelter local pet impact hurricane dorian localdvm news national late thousand power dorian eye carolinas utm medium social utm source twitter wdvmtv
lol robe stalk tweet lt number cunt lol joke luff u,0,not disaster,,lol robe stalk tweet lt number cunt lol joke luff u
fabriziosotero forza sardegna angiecalabria forza italia gasparripdl liciaronzulli ssilvestris damianidario raffaelefitto,1,flood,['sardegna'],fabriziosotero forza sardegna angiecalabria forza italia gasparripdl liciaronzulli ssilvestris damianidario raffaelefitto
colorado flood nebraska s platte river line flood surge t co d bgnphsi mexico nationalweatherservice,1,flood,"['com', 'mexico', 'nationalweatherservice']",colorado flood nebraska s platte river line flood surge t co d bgnphsi mexico nationalweatherservice
go pic peep tryna win,0,not disaster,,go pic peep tryna win
user adamthoma number user ahj user dannymille number new follower pls want new tweet mucho x,0,not disaster,,user adamthoma number user ahj user dannymille number new follower pls want new tweet mucho x
justinbieber arianagrande hear scream,0,not disaster,,justinbieber arianagrande hear scream
learn say sometimes,0,not disaster,,learn say sometimes
pray everyone go hurricane matthew especially stray animal hop find shelter,1,hurricane,,pray everyone go hurricane matthew especially stray animal hop find shelter
crisis response page update typhoon pablo pabloph,1,hurricane,,crisis response page update typhoon pablo pabloph
sbs national brisbane bundaberg brace flood peak authority queensland tackle rise floodwate repeat,1,flood,,sbs national brisbane bundaberg brace flood peak authority queensland tackle rise floodwate repeat
user actually dooley especially right way good number year,0,not disaster,,user actually dooley especially right way good number year
democrat meat eater car cause hurricane dorian sane people nope natural weather pattern come together make thing favorable development storm happen year happen million year doriansc,1,hurricane,['doriansc'],democrat meat eater car cause hurricane dorian sane people nope natural weather pattern come together make thing favorable development storm happen year happen million year doriansc
tule re chill re hey man want swim maybe eat lettuce alise,0,not disaster,,tule re chill re hey man want swim maybe eat lettuce alise
hope everyone like video repeat don t try bridge thing repeat bit scary,0,not disaster,,hope everyone like video repeat don t try bridge thing repeat bit scary
buzzfeedandrew incredibly photo micahgrimes teacher hug child briarwood elem school tornado theoklahoman,1,tornado,,buzzfeedandrew incredibly photo micahgrimes teacher hug child briarwood elem school tornado theoklahoman
dick potter cheney upset world longer fear asshole,0,not disaster,,dick potter cheney upset world longer fear asshole
believe love first sight,0,not disaster,,believe love first sight
facebook whatsapp repeat,0,not disaster,,facebook whatsapp repeat
number magnitude eahquake number mi rancho cucamonga united state,1,earthquake,,number magnitude eahquake number mi rancho cucamonga united state
australia s flood crisis worsen death toll rise tvnz brisbane timesaustralia s flood crisis worsens d t co soejusoh,1,flood,,australia s flood crisis worsen death toll rise tvnz brisbane timesaustralia s flood crisis worsens d t co soejusoh
welcome help hand nepal,1,earthquake,,welcome help hand nepal
want travel beautiful private aruba sonesta private island book affordabledreamtravel,0,not disaster,,want travel beautiful private aruba sonesta private island book affordabledreamtravel
memory become weak reinforcement study find pam belluck nyt,1,hurricane,,memory become weak reinforcement study find pam belluck nyt
mirary faye bohol eahquake destroys century old church t co opmhmaqteg prayforvisayas,1,earthquake,['prayforvisayas'],mirary faye bohol eahquake destroys century old church t co opmhmaqteg prayforvisayas
resident florida georgia noh carolina south carolina replacement medicine equipment hurricane dorian force away home learn medicare help spr ly e ggx pic twitter j n bl n,0,not disaster,,resident florida georgia noh carolina south carolina replacement medicine equipment hurricane dorian force away home learn medicare help spr ly e ggx pic twitter j n bl n
hot funtenna hijack computer send data sound wave black hat t co gujnpljvvt prebreak best,0,not disaster,,hot funtenna hijack computer send data sound wave black hat t co gujnpljvvt prebreak best
people injure russia meteor holymoly hachemache,1,meteorite,"['holymoly', 'hachemache']",people injure russia meteor holymoly hachemache
heafelt thank acnc charity help flood victim queensland t co lkjxa nr,1,flood,"['acnc', 'charities']",heafelt thank acnc charity help flood victim queensland t co lkjxa nr
tragic scene nepal credit local government official respond rapidly disaster,1,earthquake,,tragic scene nepal credit local government official respond rapidly disaster
chamber county water sh continue rise safe place stay road harvey,1,hurricane,['harvey'],chamber county water sh continue rise safe place stay road harvey
please pray family affect tornado outbreak joplin need,1,tornado,,please pray family affect tornado outbreak joplin need
eahquake magnitude level number hit chile prayer n thought family ppl lose life prayforchile,1,earthquake,,eahquake magnitude level number hit chile prayer n thought family ppl lose life prayforchile
prayer go oklahoma tornado nothing,1,tornado,,prayer go oklahoma tornado nothing
come allah one stop user singapore muslim advise skip mosque due haze t,1,haze,,come allah one stop user singapore muslim advise skip mosque due haze t
brisbane ipswich flood week torrential rainfall continue central southern queensland australia,1,flood,,brisbane ipswich flood week torrential rainfall continue central southern queensland australia
user gangam style actually jsst giant rain dance bring hurricane sandy,1,hurricane,,user gangam style actually jsst giant rain dance bring hurricane sandy
lawyer s first time see absolute commoner make meme s joke supreme,0,not disaster,,lawyer s first time see absolute commoner make meme s joke supreme
handle dope ve move twice sta stream evac wildfire handle make easy toss bad boy car,1,wildfire,,handle dope ve move twice sta stream evac wildfire handle make easy toss bad boy car
leader pay flaw political system corrupt nation trouble t co qtdb,0,not disaster,,leader pay flaw political system corrupt nation trouble t co qtdb
reliefph volunteer nroc user need pls call number number reliefph rescueph map t,1,flood,,reliefph volunteer nroc user need pls call number number reliefph rescueph map t
watch tornado spawn tropical storm harvey strike nw houston patriot,1,hurricane,,watch tornado spawn tropical storm harvey strike nw houston patriot
mom s car go trash previous car suffer lot damage last big hurricane cause carpo crash car https twitter peteybutes status,1,hurricane,,mom s car go trash previous car suffer lot damage last big hurricane cause carpo crash car  twitter peteybutes status
baby bear hurricane harvey get apropos name,1,hurricane,,baby bear hurricane harvey get apropos name
umairh m open hurricane sandy refuge cool people s call paris,1,hurricane,,umairh m open hurricane sandy refuge cool people s call paris
everyone text word redcross number donate number oklahoma tornado victim bad folk let,1,tornado,,everyone text word redcross number donate number oklahoma tornado victim bad folk let
city keep say don t need food donation damn calgary stop nice,1,flood,,city keep say don t need food donation damn calgary stop nice
great pm monday make flood high man maringph prayfohephilippines lolakosimaringph,1,flood,"['maringph', 'prayforthephilippines', 'lolakosimaringph']",great pm monday make flood high man maringph prayfohephilippines lolakosimaringph
love magical repeat s feel,0,not disaster,,love magical repeat s feel
today s find,0,not disaster,,today s find
conversation tornado m california man don t see shit,1,tornado,,conversation tornado m california man don t see shit
s go tonight,0,not disaster,,s go tonight
haych enn hahahaha nah gon make jelly s,0,not disaster,,haych enn hahahaha nah gon make jelly s
donate redcross help california wildfire victim rc big experienced help survivor now w food shelter comfo volunteer re good use dropdown menu choose donation go campfire woolseyfire hillfirehttps redcross org donate donation html cid generic med cpc source bing scode rsg e msclkid e d e fd b c d b utm source bing utm medium cpc utm campaign generic cbrand utm term american red cross utm content american red cross home page gclid cjg n cfawixqidwg ehq gclsrc d,0,not disaster,"['campfire', 'woolseyfire', 'hillfirehttps']",donate redcross help california wildfire victim rc big experienced help survivor now w food shelter comfo volunteer re good use dropdown menu choose donation go campfire woolseyfire hillfire redcross org donate donation html cid generic med cpc source bing scode rsg e msclkid e d e fd b c d b utm source bing utm medium cpc utm campaign generic cbrand utm term american red cross utm content american red cross home page gclid cjg n cfawixqidwg ehq gclsrc d
jlin jlinfoundation prayer go people affect eahquake hit philippine today prayer sure,1,earthquake,,jlin jlinfoundation prayer go people affect eahquake hit philippine today prayer sure
crocodile tear don t wash s upset gravy train derail kidscompany t co bcpmvylsih,0,not disaster,,crocodile tear don t wash s upset gravy train derail kidscompany t co bcpmvylsih
number d iaf aircraft take hindon india kathmandu nepal relief material amp ndrf personnel way,1,earthquake,,number d iaf aircraft take hindon india kathmandu nepal relief material amp ndrf personnel way
user pray people oklahoma okay repeat,1,tornado,,user pray people oklahoma okay repeat
teamfollowback california quake warn system delay lack funding autofollowback,1,earthquake,,teamfollowback california quake warn system delay lack funding autofollowback
powerful typhoon nepaak take aim taiwan china typhoon,0,not disaster,,powerful typhoon nepaak take aim taiwan china typhoon
user mancunianmedic s quite disciplinary observational interferometer smile,0,not disaster,,user mancunianmedic s quite disciplinary observational interferometer smile
positive thought blessing oklahoma repeat,1,tornado,,positive thought blessing oklahoma repeat
hurricane hit america everyone pray death toll continue rise phillipines typhoon bopha even mention,1,typhoon,,hurricane hit america everyone pray death toll continue rise phillipines typhoon bopha even mention
go keep safe everyone nofilter albion t co s gspyex,1,flood,['nofilter'],go keep safe everyone nofilter albion t co s gspyex
louie s last breakfast brisbane louiekovatch lure latrobe t co freqpo v,0,not disaster,,louie s last breakfast brisbane louiekovatch lure latrobe t co freqpo v
former da take witness stand defend child rape trial racial bias charge,0,not disaster,,former da take witness stand defend child rape trial racial bias charge
don t say s best interest,0,not disaster,,don t say s best interest
user night bad,0,not disaster,,user night bad
big fan week user user user thank t co number nrba,0,not disaster,,big fan week user user user thank t co number nrba
bahamas crisis hurricane dorian flatten home food scarce reuters aicle storm dorian bahamas crisis hurricane dorian flatten home food scarce iduskcn vp sz,1,hurricane,,bahamas crisis hurricane dorian flatten home food scarce reuters aicle storm dorian bahamas crisis hurricane dorian flatten home food scarce iduskcn vp sz
aaron hernandez really favorite rapper lie catch tds sunday s,0,not disaster,,aaron hernandez really favorite rapper lie catch tds sunday s
bedroom toilet bath car garage nice location flood free well maintain clean title lot area sqm fb ouzc m,1,flood,,bedroom toilet bath car garage nice location flood free well maintain clean title lot area sqm fb ouzc m
business solve problem create product subtle difference completely different result,0,not disaster,,business solve problem create product subtle difference completely different result
lgac meeting lt gov polito mema dir ku schwaz talk lesson harvey irma,1,hurricane,,lgac meeting lt gov polito mema dir ku schwaz talk lesson harvey irma
pray everybody s path hurricane,1,hurricane,,pray everybody s path hurricane
nutritionashley get utility bill deposit back feel mini christmas excite excellentday wellllllllll yaaaaaaa,0,not disaster,"['utility', 'excited', 'excellentday']",nutritionashley get utility bill deposit back feel mini christmas excite excellentday wellllllllll yaaaaaaa
high plain food bank hurricane harvey disaster relief hpfb org helpafterharvey,0,not disaster,,high plain food bank hurricane harvey disaster relief hpfb org helpafterharvey
eahquake sismo m number number m sse green valley california dyfi itim number number number number ut number number,1,earthquake,,eahquake sismo m number number m sse green valley california dyfi itim number number number number ut number number
user thank god u leave california eahquake,1,earthquake,,user thank god u leave california eahquake
daniiellle cell reception go hurricane someone die fuck hurricane,1,hurricane,"['fuck', 'hurricanes']",daniiellle cell reception go hurricane someone die fuck hurricane
prayer rain enough stop fire f e anaheim california number ublicadjusters let help,1,wildfire,,prayer rain enough stop fire f e anaheim california number ublicadjusters let help
seem foreign government help typhoon haiyan victim,1,hurricane,,seem foreign government help typhoon haiyan victim
wsoctv regrann hurricane dorian florida man park sma car kitchen keep blow away say way wife say say open double door https instagram p b ejugvfgrq igshid cy qrqnis,1,hurricane,,wsoctv regrann hurricane dorian florida man park sma car kitchen keep blow away say way wife say say open double door  instagram p b ejugvfgrq igshid cy qrqnis
sclaim live info number tsutaya o westlarme belladonna number larbellas overglaze ad number doo number number rink,0,not disaster,,sclaim live info number tsutaya o westlarme belladonna number larbellas overglaze ad number doo number number rink
california forrest fire mirror number s trippy shit evilindisguise,1,wildfire,,california forrest fire mirror number s trippy shit evilindisguise
owner hurricane dorian jeep raise money new car thestate news weather news aicle html,1,hurricane,,owner hurricane dorian jeep raise money new car thestate news weather news aicle html
user cause nothing w,0,not disaster,,user cause nothing w
ohmyloz rondarousey bag body s smoke hot,0,not disaster,,ohmyloz rondarousey bag body s smoke hot
queensland count flood cost new south wale brace river peak t co oryvgc guardian,1,flood,,queensland count flood cost new south wale brace river peak t co oryvgc guardian
